itm,v1,likely_electorate_likely_electorate,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_black,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,income_under_50k,income_50_100k,income_over_100k,x2024_vote_choice_biden,x2024_vote_choice_trump,x2024_vote_choice_oth,party_id_dem,party_id_rep,party_id_ind,party_id_leaners_dem,party_id_leaners_rep,x2020_vote_biden,x2020_vote_trump,x2020_vote_did_not_vote,na
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more; Israel or the Palestinians [pah-luh-stin-ians]?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more; Israel or the Palestinians [pah-luh-stin-ians]?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","In the dispute between Israel and the Palestinians [pah-luh-stin-ians], which side do you sympathize with more; Israel or the Palestinians [pah-luh-stin-ians]?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Israel,51%,56%,48%,26%,38%,59%,66%,58%,32%,38%,38%,47%,54%,53%,61%,48%,50%,54%,34%,71%,44%,32%,79%,46%,30%,75%,35%,75%,36%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Palestinians,19%,15%,21%,47%,24%,12%,11%,17%,31%,23%,19%,23%,16%,21%,14%,24%,21%,18%,30%,8%,14%,34%,3%,19%,33%,6%,31%,5%,23%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Both equally,13%,14%,12%,10%,16%,14%,10%,13%,12%,14%,14%,17%,11%,16%,10%,11%,10%,15%,18%,8%,14%,16%,6%,18%,18%,7%,17%,8%,15%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don’t know/Refused,17%,15%,19%,17%,21%,15%,14%,12%,25%,24%,29%,14%,19%,10%,15%,16%,18%,14%,18%,14%,28%,19%,11%,17%,19%,11%,18%,12%,25%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[ROTATE ORDER OF NEXT TWO QUESTIONS] Thinking about the broader Israeli-Palestinian [pah-luh-stin-ian] conflict, do you think Israel is seriously interested in a peaceful solution, or is it not seriously interested in a peaceful solution?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[ROTATE ORDER OF NEXT TWO QUESTIONS] Thinking about the broader Israeli-Palestinian [pah-luh-stin-ian] conflict, do you think Israel is seriously interested in a peaceful solution, or is it not seriously interested in a peaceful solution?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","[ROTATE ORDER OF NEXT TWO QUESTIONS] Thinking about the broader Israeli-Palestinian [pah-luh-stin-ian] conflict, do you think Israel is seriously interested in a peaceful solution, or is it not seriously interested in a peaceful solution?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Israel is seriously interested in a peaceful solution,47%,52%,45%,28%,36%,57%,54%,52%,37%,32%,41%,41%,51%,44%,57%,53%,41%,47%,35%,61%,41%,36%,63%,45%,36%,60%,35%,66%,32%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Israel is NOT seriously interested in a peaceful solution,37%,36%,37%,59%,45%,32%,29%,34%,49%,49%,39%,42%,34%,40%,30%,30%,44%,40%,48%,26%,34%,45%,22%,44%,48%,26%,49%,22%,46%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don’t know/Refused,16%,12%,18%,13%,20%,10%,17%,14%,14%,19%,21%,17%,14%,16%,13%,17%,15%,12%,17%,13%,25%,19%,14%,11%,16%,13%,16%,12%,21%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Thinking about the broader Israeli-Palestinian [pah-luh-stin-ian] conflict, do you think Palestinians [pah-luh-stin-ians] are seriously interested in a peaceful solution, or are they not seriously interested in a peaceful solution?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Thinking about the broader Israeli-Palestinian [pah-luh-stin-ian] conflict, do you think Palestinians [pah-luh-stin-ians] are seriously interested in a peaceful solution, or are they not seriously interested in a peaceful solution?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Thinking about the broader Israeli-Palestinian [pah-luh-stin-ian] conflict, do you think Palestinians [pah-luh-stin-ians] are seriously interested in a peaceful solution, or are they not seriously interested in a peaceful solution?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Palestinians are seriously interested in a peaceful solution,34%,34%,34%,51%,35%,29%,33%,31%,44%,39%,47%,42%,28%,41%,23%,37%,38%,32%,47%,20%,32%,50%,16%,35%,49%,20%,47%,19%,36%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Palestinians are NOT seriously interested in a peaceful solution,47%,50%,45%,32%,44%,55%,49%,51%,36%,40%,32%,39%,52%,43%,57%,45%,45%,51%,31%,65%,39%,29%,66%,49%,31%,64%,33%,65%,41%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don’t know/Refused,19%,16%,21%,18%,20%,16%,19%,18%,20%,22%,20%,18%,19%,16%,20%,17%,18%,17%,21%,15%,29%,21%,18%,16%,20%,16%,20%,16%,23%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,"1,016",496,496,179,259,318,222,669,117,137,66,504,498,357,307,234,254,446,470,452,94,304,299,321,463,461,459,337,159,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,46%,52%,13%,22%,34%,29%,70%,10%,11%,6%,40%,59%,29%,40%,25%,24%,42%,47%,45%,8%,32%,32%,29%,46%,47%,47%,38%,10%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(Split A) Which comes closer to your view, even if neither is exactly right?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(Split A) Which comes closer to your view, even if neither is exactly right?",Likely Electorate,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Income,Income,Income,2024 Vote Choice,2024 Vote Choice,2024 Vote Choice,Party ID,Party ID,Party ID,Party ID + Leaners,Party ID + Leaners,2020 Vote,2020 Vote,2020 Vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","(Split A) Which comes closer to your view, even if neither is exactly right?",Likely Electorate,Men,Women,18-29,30-44,45-64,65+,White,Black,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college",Under $50k,$50-100k,Over $100k,Biden,Trump,Oth.,Dem.,Rep.,Ind.,Dem.,Rep.,Biden,Trump,Did not vote,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Israel should stop its military campaign in order to protect against civilian casualties, even if not all Israeli hostages have been released.",44%,35%,49%,68%,55%,37%,37%,40%,64%,51%,50%,49%,41%,46%,36%,43%,53%,41%,58%,29%,41%,59%,24%,46%,59%,28%,60%,24%,38%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?","Israel should continue its military campaign until all hostages are released, even if it means civilian casualties in Gaza might continue.",39%,51%,31%,22%,31%,47%,44%,44%,19%,37%,25%,34%,43%,38%,48%,35%,37%,44%,21%,59%,41%,23%,61%,35%,22%,59%,21%,61%,44%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",[VOL] Don’t know/Refused,17%,13%,20%,11%,14%,16%,19%,16%,17%,12%,25%,17%,17%,16%,16%,22%,10%,15%,21%,12%,18%,18%,14%,18%,19%,13%,19%,14%,18%,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Number of respondents,520,245,264,84,134,169,113,357,55,65,29,257,259,191,166,119,131,237,243,233,44,155,153,166,237,235,241,162,83,NA
"Thinking ahead to next year’s presidential general election, are you almost certain that you will vote, very likely to vote, somewhat likely to vote, not very likely to vote or not at all likely to vote?",Percent of total electorate,100%,44%,54%,11%,22%,34%,29%,73%,10%,10%,6%,39%,61%,30%,42%,25%,25%,43%,48%,44%,8%,32%,31%,30%,47%,47%,49%,35%,9%,NA
