itm,v1,registered_voters_registered_voters,gender_men,gender_women,age_18_29,age_30_44,age_45_64,age_65,race_ethnicity_white,race_ethnicity_hispanic,race_ethnicity_oth,education_b_a,education_no_b_a,race_education_white_college,race_education_white_no_college,race_education_non_white_college,race_education_non_white_no_college,region_clark_county,region_rural,region_washoe_county,neighborhood_type_city,neighborhood_type_suburb,neighborhood_type_rural_small_town,x2024_vote_head_to_head_biden,x2024_vote_head_to_head_trump,x2024_vote_head_to_head_oth,x2024_vote_includes_third_parties_biden,x2024_vote_includes_third_parties_trump,x2024_vote_includes_third_parties_kennedy,x2024_vote_includes_third_parties_oth,party_id_dem
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,64%,66%,61%,69%,70%,68%,48%,66%,55%,66%,54%,68%,56%,72%,53%,64%,61%,80%,66%,61%,58%,80%,19%,92%,83%,8%,95%,74%,69%,20%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,Robert F. Kennedy Jr.,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Very favorable,9%,12%,6%,10%,12%,8%,8%,6%,14%,14%,10%,9%,4%,7%,20%,12%,10%,4%,11%,9%,11%,8%,5%,13%,9%,3%,10%,37%,0%,5%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,35%,34%,36%,49%,37%,36%,20%,34%,40%,31%,32%,37%,33%,35%,33%,36%,35%,40%,32%,40%,27%,40%,25%,44%,28%,23%,43%,49%,27%,26%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,14%,15%,13%,12%,15%,15%,14%,13%,15%,15%,14%,15%,17%,11%,6%,18%,15%,12%,10%,11%,19%,11%,15%,12%,21%,14%,12%,6%,22%,16%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,19%,20%,19%,9%,17%,12%,35%,25%,5%,20%,24%,17%,30%,21%,14%,13%,19%,19%,21%,22%,17%,18%,34%,9%,13%,41%,10%,3%,18%,36%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,8%,6%,10%,7%,5%,12%,6%,8%,9%,7%,7%,7%,8%,8%,6%,6%,8%,4%,11%,7%,11%,3%,7%,8%,7%,6%,10%,0%,10%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,15%,13%,16%,14%,13%,17%,16%,14%,18%,13%,14%,15%,9%,17%,20%,14%,13%,23%,15%,12%,15%,21%,13%,14%,21%,13%,15%,5%,23%,13%
How satisfied are you with the way things are going in your life these days?,NET Favorable,44%,46%,42%,59%,49%,45%,28%,40%,53%,45%,42%,46%,37%,42%,54%,49%,45%,44%,43%,48%,38%,48%,31%,57%,38%,26%,53%,86%,27%,31%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,33%,35%,31%,21%,32%,27%,49%,38%,20%,35%,38%,31%,47%,33%,20%,31%,34%,30%,31%,32%,36%,29%,49%,21%,34%,55%,22%,10%,40%,52%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Joe Rogan [roh-gun], the podcast host",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Joe Rogan [roh-gun], the podcast host",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Joe Rogan [roh-gun], the podcast host",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Very favorable,15%,19%,10%,12%,23%,16%,5%,17%,9%,16%,17%,14%,16%,18%,20%,10%,13%,11%,25%,13%,16%,17%,2%,26%,9%,<1%,28%,16%,6%,<1%
How satisfied are you with the way things are going in your life these days?,Somewhat favorable,23%,26%,19%,34%,24%,22%,14%,21%,30%,20%,19%,25%,19%,23%,18%,27%,23%,21%,21%,23%,20%,27%,17%,28%,21%,16%,29%,24%,17%,16%
How satisfied are you with the way things are going in your life these days?,Somewhat unfavorable,15%,15%,15%,22%,11%,15%,16%,12%,21%,16%,11%,17%,13%,12%,8%,22%,17%,7%,13%,16%,18%,9%,18%,10%,27%,19%,9%,11%,27%,18%
How satisfied are you with the way things are going in your life these days?,Very unfavorable,17%,13%,22%,14%,23%,11%,20%,19%,10%,19%,21%,16%,18%,18%,22%,13%,18%,25%,12%,18%,15%,19%,30%,7%,21%,31%,5%,21%,23%,33%
How satisfied are you with the way things are going in your life these days?,[VOL] Have not heard of,15%,11%,18%,9%,7%,15%,28%,16%,12%,17%,17%,13%,20%,13%,14%,13%,16%,13%,10%,16%,15%,10%,18%,13%,12%,17%,15%,12%,14%,19%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,15%,15%,15%,8%,13%,21%,17%,15%,18%,12%,15%,15%,14%,16%,18%,15%,13%,24%,19%,14%,15%,19%,16%,16%,10%,16%,14%,16%,14%,13%
How satisfied are you with the way things are going in your life these days?,NET Favorable,38%,45%,29%,46%,47%,37%,19%,39%,39%,36%,36%,39%,36%,41%,39%,38%,37%,32%,46%,36%,36%,44%,18%,54%,30%,17%,57%,41%,23%,17%
How satisfied are you with the way things are going in your life these days?,NET Unfavorable,32%,28%,38%,37%,34%,26%,36%,31%,31%,35%,32%,33%,31%,30%,29%,35%,34%,31%,25%,34%,33%,28%,48%,17%,48%,50%,14%,32%,49%,50%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What one issue is most important in deciding your vote this November?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,What one issue is most important in deciding your vote this November?,Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,What one issue is most important in deciding your vote this November?,Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,[VOL] The economy (including jobs and the stock market),22%,25%,20%,17%,25%,29%,18%,24%,22%,20%,20%,24%,22%,25%,18%,23%,23%,20%,22%,21%,20%,28%,11%,32%,18%,10%,34%,23%,13%,13%
How satisfied are you with the way things are going in your life these days?,[VOL] Inflation and the cost of living,8%,10%,7%,11%,9%,10%,5%,5%,11%,13%,7%,9%,5%,5%,11%,13%,9%,10%,6%,9%,7%,8%,4%,12%,8%,1%,12%,13%,8%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Abortion,7%,4%,11%,4%,10%,5%,9%,10%,3%,3%,13%,5%,18%,6%,4%,3%,8%,4%,6%,10%,7%,2%,15%,2%,5%,19%,2%,2%,5%,18%
How satisfied are you with the way things are going in your life these days?,[VOL] Immigration,10%,12%,8%,6%,4%,7%,20%,12%,11%,4%,12%,9%,13%,12%,11%,7%,8%,17%,14%,7%,10%,16%,4%,16%,4%,3%,18%,10%,3%,6%
How satisfied are you with the way things are going in your life these days?,[VOL] Crime,<1%,<.5%,1%,<1%,<.5%,2%,0%,<.5%,0%,3%,<.5%,<1%,<1%,0%,0%,2%,1%,0%,0%,<1%,1%,0%,<.5%,<.5%,4%,<.5%,<.5%,4%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Gun policies,<.5%,<.5%,0%,<1%,0%,0%,0%,<.5%,0%,0%,<.5%,<.5%,<.5%,<.5%,0%,0%,0%,0%,1%,<.5%,<.5%,0%,0%,<.5%,<1%,0%,<.5%,0%,<.5%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Health care,<1%,<.5%,1%,4%,0%,0%,<1%,<.5%,1%,2%,0%,1%,0%,<.5%,0%,2%,1%,0%,0%,<.5%,2%,0%,2%,0%,0%,2%,0%,0%,2%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] Education,2%,1%,2%,4%,3%,<1%,0%,<1%,5%,1%,2%,1%,<1%,<1%,6%,2%,1%,0%,3%,2%,2%,0%,3%,<1%,2%,<1%,<.5%,3%,4%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Foreign policy,4%,5%,4%,6%,4%,5%,2%,2%,6%,7%,4%,4%,2%,3%,8%,5%,5%,0%,4%,6%,4%,<1%,3%,5%,3%,1%,6%,4%,4%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Russia/the war in Ukraine,<.5%,<1%,0%,0%,1%,<1%,0%,<1%,0%,<1%,<1%,<.5%,<1%,<.5%,2%,0%,<1%,0%,0%,<1%,<.5%,0%,<1%,<.5%,0%,<1%,0%,2%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] China,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Climate change,<1%,1%,<1%,2%,<1%,1%,<1%,<1%,<.5%,2%,2%,<1%,<1%,1%,3%,<.5%,<1%,3%,1%,<1%,<.5%,3%,2%,<.5%,0%,3%,0%,0%,1%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] The state of democracy/corruption,4%,6%,3%,0%,1%,5%,9%,5%,<1%,5%,8%,3%,8%,3%,6%,2%,5%,4%,2%,5%,4%,2%,10%,<.5%,2%,14%,<.5%,0%,1%,11%
How satisfied are you with the way things are going in your life these days?,[VOL] Election integrity,<1%,2%,<.5%,0%,0%,3%,<1%,2%,0%,<.5%,0%,1%,0%,2%,0%,<.5%,<.5%,7%,0%,<.5%,0%,4%,<.5%,1%,1%,<.5%,2%,0%,<1%,<.5%
How satisfied are you with the way things are going in your life these days?,[VOL] Equality/inequality,1%,<1%,2%,2%,2%,<1%,<1%,1%,3%,1%,1%,1%,2%,<1%,1%,2%,1%,0%,3%,2%,1%,0%,1%,1%,2%,2%,<.5%,0%,3%,2%
How satisfied are you with the way things are going in your life these days?,[VOL] Polarization/division,<.5%,<.5%,<.5%,0%,<.5%,0%,0%,<1%,0%,0%,0%,<.5%,0%,<1%,0%,0%,0%,1%,1%,0%,0%,2%,0%,<1%,0%,0%,<1%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Racism/racial issues,1%,<1%,1%,<1%,0%,0%,3%,<.5%,0%,4%,2%,<1%,<1%,<.5%,4%,1%,1%,0%,<1%,2%,<.5%,0%,1%,0%,4%,1%,0%,0%,4%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Dislike of opposing candidate (Trump or Biden),3%,3%,3%,2%,2%,6%,2%,4%,3%,1%,5%,2%,6%,3%,3%,2%,3%,0%,6%,3%,4%,<1%,5%,2%,<1%,6%,2%,2%,1%,4%
How satisfied are you with the way things are going in your life these days?,[VOL] Character/competence of candidate (Trump or Biden),6%,5%,7%,5%,2%,7%,7%,6%,7%,6%,4%,7%,5%,6%,<1%,8%,6%,4%,6%,4%,7%,8%,7%,5%,6%,7%,6%,2%,6%,3%
How satisfied are you with the way things are going in your life these days?,[VOL] The Middle East/Israel/Palestinians,2%,2%,2%,3%,2%,1%,3%,2%,2%,2%,3%,1%,2%,2%,5%,1%,2%,0%,2%,<1%,4%,<1%,4%,0%,5%,3%,0%,2%,5%,5%
How satisfied are you with the way things are going in your life these days?,[VOL] Taxes,1%,2%,<1%,3%,1%,1%,0%,<1%,2%,2%,1%,2%,0%,1%,3%,2%,1%,1%,2%,<1%,3%,<1%,1%,2%,1%,<1%,<1%,5%,2%,1%
How satisfied are you with the way things are going in your life these days?,[VOL] Student loans,<1%,0%,2%,0%,4%,0%,0%,2%,0%,0%,0%,1%,0%,3%,0%,0%,1%,0%,0%,1%,1%,0%,1%,<1%,0%,2%,1%,0%,0%,0%
How satisfied are you with the way things are going in your life these days?,[VOL] Other (specify),11%,9%,12%,9%,18%,7%,10%,11%,12%,8%,9%,12%,7%,13%,12%,9%,11%,12%,8%,10%,10%,13%,11%,10%,14%,12%,8%,21%,9%,10%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,11%,9%,13%,22%,8%,9%,8%,9%,12%,14%,5%,13%,6%,10%,2%,16%,10%,17%,13%,11%,11%,11%,12%,8%,21%,9%,6%,7%,27%,12%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
How satisfied are you with the way things are going in your life these days?,Percent of total electorate,100%,52%,48%,18%,25%,29%,24%,54%,20%,23%,29%,69%,18%,35%,10%,32%,72%,11%,16%,44%,37%,19%,38%,50%,13%,27%,41%,12%,19%,25%
How satisfied are you with the way things are going in your life these days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Thinking about the nation's economy, how would you rate economic conditions today?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How satisfied are you with the way things are going in your life these days?,"Thinking about the nation's economy, how would you rate economic conditions today?",Registered Voters,Gender,Gender,Age,Age,Age,Age,Race/Ethnicity,Race/Ethnicity,Race/Ethnicity,Education,Education,Race/Education,Race/Education,Race/Education,Race/Education,Region,Region,Region,Neighborhood Type,Neighborhood Type,Neighborhood Type,2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Head to Head),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),2024 Vote (Includes Third Parties),Party ID
How satisfied are you with the way things are going in your life these days?,"Thinking about the nation's economy, how would you rate economic conditions today?",Registered Voters,Men,Women,18-29,30-44,45-64,65+,White,Hispanic,Oth.,B.A.+,No B.A.,"White, college","White, no college","Non-white, college","Non-white, no college",Clark County,Rural,Washoe County,City,Suburb,Rural/ Small Town,Biden,Trump,Oth.,Biden,Trump,Kennedy,Oth.,Dem.
How satisfied are you with the way things are going in your life these days?,Excellent,2%,3%,2%,3%,0%,<1%,6%,2%,3%,2%,2%,2%,3%,2%,0%,4%,2%,2%,3%,1%,3%,3%,4%,<1%,2%,5%,<1%,2%,2%,5%
How satisfied are you with the way things are going in your life these days?,Good,15%,16%,14%,6%,8%,14%,29%,19%,9%,12%,24%,10%,29%,13%,16%,8%,14%,14%,19%,15%,16%,13%,32%,6%,2%,41%,6%,<1%,7%,34%
How satisfied are you with the way things are going in your life these days?,Only fair,26%,28%,24%,27%,36%,22%,22%,23%,26%,35%,31%,25%,30%,19%,30%,32%,28%,12%,27%,25%,29%,24%,34%,16%,44%,36%,12%,45%,32%,32%
How satisfied are you with the way things are going in your life these days?,Poor,56%,52%,59%,63%,56%,63%,43%,56%,62%,49%,42%,62%,36%,66%,53%,56%,55%,69%,51%,58%,52%,59%,30%,77%,49%,18%,80%,53%,57%,29%
How satisfied are you with the way things are going in your life these days?,[VOL] Don't know/Refused,<1%,<1%,<1%,1%,<1%,1%,0%,<1%,0%,1%,1%,<.5%,2%,0%,0%,<1%,<1%,2%,0%,1%,0%,1%,0%,1%,2%,0%,<1%,0%,2%,0%
How satisfied are you with the way things are going in your life these days?,NET Excellent/good,17%,19%,16%,8%,8%,14%,35%,21%,12%,14%,26%,13%,32%,15%,16%,11%,16%,17%,22%,16%,19%,16%,36%,6%,5%,46%,6%,3%,9%,39%
How satisfied are you with the way things are going in your life these days?,NET Fair/poor,82%,80%,84%,91%,91%,85%,65%,78%,88%,84%,73%,87%,66%,85%,84%,88%,83%,82%,78%,83%,81%,83%,64%,93%,94%,54%,93%,97%,89%,61%
How satisfied are you with the way things are going in your life these days?,Number of respondents,508,258,245,96,109,156,124,286,97,109,187,317,124,160,55,149,361,64,83,231,181,96,205,248,55,154,205,60,89,133
